artf_name,artf_description
CC_159_SRC,"Class Booking Date: 
                                                    15/09/2003 
                                                    Version: 
                                                    0 01 000 
It contains data describing a reservation that is was 
                   performed in outpatient 
Attributes 
       Name Access Description 
dataRichiesta Private Data that has been carried out ` 
                               Reservations 
dataVisita Private Date of the visit will take place 
Private Grounds reason for which it was 
                               the request 
Private hour Now that the visit will take place 
Methods 
       Signature create () Public Access 
    Description Its task is to create a new object of type 
                   Reservation 
       Signature delete () Public Access 
    Provides description to a reservation 
       Signature save () Public Access 
    Description Provides the storing of a reservation 
                   in the S I O 
       Signature GetAttributes () Public Access 
    It description of the retrieval of all 
                   information relating to a reservation 
       Signature setAttributes () Public Access 
    It description to set the attributes of a 
                   Reservations"
CC_148_TRG,"Class PrenotazioniManager Date: 
                                                    16/09/2003 
                                                    Version: 
                                                    0 01 000 
Description has the task to manage operations 
                   require access to data related to 
                   Reservations 
Attributes 
       Name Access Description 
                                   
Methods 
       Signature deletePrenotazione () Public Access 
    Description has the task to manage the disposal of a 
                   Reservations 
       Signature editPrenotazione () Public Access 
    Description Its task is to manage the change data 
                   Hotel Reviews 
       Signature getDataDisponibile () Public Access 
    Description Given the nature of the visit calculates the first date 
                   available when the visit can ""keep 
       Signature getPrenotazioneAt () Public Access 
    Description Its task is to find all the information 
                   on a reservation 
       Signature getPrenotazioniPaziente () Public Access 
    Description Its task is to find all reservations 
                   a patient 
       Signature newPrenotazione () Public Access 
    Description Its task is to manage the inclusion of a 
                   new reservation 
       Signature savePrenotazione () Public Access 
    Description Its task is to save a 
                   Standing a reservation 
       Signature pianoSettimanale () Public Access 
    Description Its task is to find all the information 
                   necessary for the settlement plan 
                   Reservations weekly 
       Signature tempiMediAttesa () Public Access 
    Description Its task is to calculate the average time of 
                   Pending that is `to serve occurred request 
                   an outpatient service"
CC_160_SRC,"Class TipoVisita Date: 20/09/03 
                                                    Version: 
                                                    0 01 000 
Description contains a description of the different types of 
                   visit that may be made in 
                   outpatient 
Attributes 
       Name Access Description 
Private code code type of visit 
                               (PV DH C) 
Private description description of the type of 
                               visit 
Methods 
       Signature Access 
    Description"
CC_159_TRG,"Class Booking Date: 
                                                    15/09/2003 
                                                    Version: 
                                                    0 01 000 
It contains data describing a reservation that is was 
                   performed in outpatient 
Attributes 
       Name Access Description 
dataRichiesta Private Data that has been carried out ` 
                               Reservations 
dataVisita Private Date of the visit will take place 
Private Grounds reason for which it was 
                               the request 
Private hour Now that the visit will take place 
Methods 
       Signature create () Public Access 
    Description Its task is to create a new object of type 
                   Reservation 
       Signature delete () Public Access 
    Provides description to a reservation 
       Signature save () Public Access 
    Description Provides the storing of a reservation 
                   in the S I O 
       Signature GetAttributes () Public Access 
    It description of the retrieval of all 
                   information relating to a reservation 
       Signature setAttributes () Public Access 
    It description to set the attributes of a 
                   Reservations"
TC_107_TRG,"Login test case by Patient Data: 
    Hospital C57 Card correct PIN 20/06/2003 
            correct and the couple 
            (Hospital Card PIN) 
            in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcLogPaz necessary to authenticate an 
            patient 
High Priority 
The couple set up (Hospital Card PIN) = (00,001 
            65323) is registered in the `S I O 
Description test 
Hospital Input Card: 00,001 
            PIN: 65,323 
The Oracle system allows access to the patient 
Classes cover valid: CE1 CE2 CE6 CE7 
            Classes are not valid: None"
TC_108_TRG,"Login test case by Patient Data: 
    C58 Card Hospital incorrect 20/06/2003 
            (fewer digits) 
            and PIN recorded in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcLogPaz necessary to authenticate an 
            patient 
High Priority 
Set up 65,323 The PIN is recorded in the `S I O 
Description test 
Hospital Input Card: 0000 
            PIN: 65,323 
Oracle Invalid Input: Hospital Card 
Classes cover valid: CE7 
            Classes invalid: ce3"
TC_109_TRG,"Login test case by Patient Data: 
    C59 Card Hospital incorrect 20/06/2003 
            (higher number of digits) 
            and PIN recorded in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcLogPaz necessary to authenticate an 
            patient 
High Priority 
Set up 65,323 The PIN is recorded in the `S I O 
Description test 
Hospital Input Card: 000,000 
            PIN: 65,323 
Oracle Invalid Input: Hospital Card 
Classes cover valid: CE7 
            Classes invalid: CE4"
TC_110_TRG,"Login test case by Patient Data: 
    C60 Card Hospital recorded 20/06/2003 
            in S I O and PIN 
            correct (fewer 
            figures) 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcLogPaz necessary to authenticate an 
            patient 
High Priority 
The Hospital set up 00,001 Card is `recorded in 
            I S O 
Description test 
Hospital Input Card: 00,001 
            PIN: 6532 
Oracle Invalid Input: PIN 
Classes cover valid: CE2 
            Classes invalid: CE8"
TC_111_TRG,"Login test case by Patient Data: 
    C61 Card Hospital recorded 20/06/2003 
            in S I O and PIN 
            proper (higher 
            figures) 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcLogPaz necessary to authenticate an 
            patient 
High Priority 
The Hospital set up 00,001 Card is `recorded in 
            I S O 
Description test 
Hospital Input Card: 00,001 
            PIN: 65323555 
Oracle Invalid Input: PIN 
Classes cover valid: CE2 
            Classes invalid: CE9"
TC_112_TRG,"Login test case by Patient Data: 
    C62 Card Hospital recorded 20/06/2003 
            in S I O and correct PIN but 
            not recorded in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcLogPaz necessary to authenticate an 
            patient 
High Priority 
The Hospital set up 00,001 Card is `recorded in 
            I S O 
            The PIN is not `47,389 recorded in S I O 
Description test 
Input: Hospital Card: 00,001 
            PIN: 47,389 
Oracle: The system does not allow access to 
            patient 
Classes cover valid: CE2 
: Classes invalid: CE10"
TC_113_TRG,"Login test case by Patient Data: 
    C63 Card Hospital but correct 20/06/2003 
            not stored on the S I O and 
            PIN recorded in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcLogPaz necessary to authenticate an 
            patient 
High Priority 
The Hospital set up 00,034 Card is not registered in ` 
            I S O 
            The PIN is `65,323 recorded in S I O 
Description test 
Hospital Input Card: 00,034 
            PIN: 65,323 
The Oracle system does not allow access to 
            patient 
Classes cover valid: CE1 CE7 
            Classes invalid: CE5"
TC_51_TRG,"Test case Operator Login Date: 
    C01's login through 20/06/2003 
            correct and incorrect password 
            torque (login password) 
            in S I O 
                                            Version: 
                                             0 02 000 
Use Case He performs the functions 
UcValOpe necessary to authenticate an 
            Operator 
High Priority 
The couple set up (login password) = (Rocolo 
            Virago) is recorded in the `S I O 
Description test 
Input Login: Rocolo 
            Password: Virago 
The Oracle system allows access 
            the operator 
Classes cover valid: CE1 CE2 CE6 CE7 
            Classes are not valid: None"
TC_52_TRG,"Login Operator test case by Date: 
    C02 login incorrect (number 20/06/2003 
            fewer characters) and 
            passwords stored on the 
            I S O 
                                            Version: 
                                             0 02 000 
Use Case He performs the functions 
UcValOpe necessary to authenticate an 
            Operator 
High Priority 
Set up Virago The password is `recorded in the SIO 
Description test 
Input Login: roc 
            Password: Virago 
Oracle Invalid Input: login 
Classes cover valid: CE7 
            Classes invalid: ce3"
TC_53_TRG,"Login Operator test case by Date: 
    C03 login incorrect (number 20/06/2003 
            top character) and 
            passwords stored on the 
            I S O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValOpe necessary to authenticate an 
            Operator 
High Priority 
Set up Virago The password is `recorded in the SIO 
Description test 
Input Login: roccoliveto 
            Password: Virago 
Oracle Invalid Input: login 
Classes cover valid: CE7 
            Classes invalid: CE4"
TC_54_TRG,"Login Operator test case by Date: 
    C04 login registered in S I O and 20/06/2003 
            incorrect password 
            (fewer 
            characters) 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValOpe necessary to authenticate an 
            Operator 
High Priority 
Set up the login Rocolo is `recorded in the SIO 
Description test 
Input Login: Rocolo 
            Password: vir 
Oracle Invalid Input: Password 
Classes cover valid: CE2 
            Classes invalid: CE8"
TC_55_TRG,"Login Operator test case by Date: 
    C05 login registered in S I O and 20/06/2003 
            incorrect password 
            (higher 
            characters) 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValOpe necessary to authenticate an 
            Operator 
High Priority 
Set up the login Rocolo is `recorded in the SIO 
Description test 
Input Login: Rocolo 
            Password: rocolivirago 
Oracle Invalid Input: Password 
Classes cover valid: CE2 
            Classes invalid: CE9"
TC_56_TRG,"Login Operator test case by Date: 
    C06 login registered in S I O 20/06/2003 
            and password correctly but not 
            recorded in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValOpe necessary to authenticate an 
            Operator 
High Priority 
Set up the login Rocolo is `recorded in the SIO 
            The password is `rocco not registered in 
            I S O 
Description test 
Input Login: Rocolo 
            Password: rocco 
The Oracle system does not allow access to 
            patient 
Classes cover valid: CE2 
            Classes invalid: CE10"
TC_57_TRG,"Login Operator test case by Date: 
    C07 login correct but not 20/06/2003 
            recorded in S I O and 
            passwords stored on the 
            I S O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValOpe necessary to authenticate an 
            Operator 
High Priority 
Set up the login olive grove is not registered in ` 
            I S O 
            The password is `Virago registered in S I O 
Description test 
Input Login: olive grove 
            Password: Virago 
The Oracle system does not allow access to 
            patient 
Classes cover valid: CE1 CE7 
            Classes invalid: CE5"
TC_58_TRG,"Validation test case Patient Data: 
    C08 Card Hospital through 20/06/2003 
            correct (5 digits) and 
            in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValPaz necessary to authenticate an 
            Patient 
High Priority 
The Hospital set up 00,001 Card must be 
            recorded in S I O 
Description test 
Hospital Input Card: 00,001 
The oracle Operator access to the operation 
            validated patient 
Classes cover valid: CE1 CE2 
            Classes are not valid: None"
TC_59_TRG,"Validation test case Patient Data: 
    C09 Card Hospital by not 20/06/2003 
            sound (fewer 
            figures) 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValPaz necessary to authenticate an 
            Patient 
High Priority 
Set up not identified 
Description test 
Hospital Input Card: 0000 
Oracle Input Invalid 
Classes cover valid: None 
            Classes invalid: ce3"
TC_60_TRG,"Validation test case Patient Data: 
    C10 Card Hospital by not 20/06/2003 
            proper (higher 
            figures) 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValPaz necessary to authenticate an 
            Patient 
High Priority 
Set up not identified 
Description test 
Hospital Input Card: 000,000 
Oracle Input Invalid 
Classes cover valid: None 
            Classes invalid: CE4"
TC_61_TRG,"Validation test case Patient Data: 
    C11 Card Hospital through 20/06/2003 
            but not stored properly 
            in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValPaz necessary to authenticate an 
            Patient 
High Priority 
The Hospital set up 99,999 Card should not be 
            recorded in S I O 
Description test 
Hospital Input Card: 99,999 
The Oracle system does not allow access to 
            section on Patient 
Classes cover valid: CE1 
            Classes invalid: CE5"
TC_62_TRG,"Validation test case Patient Data: 
    C12 tax code through 20/06/2003 
            correct (16 digits) and 
            in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValPaz necessary to authenticate an 
            Patient 
High Priority 
Set up the tax code must ZCCRCC80D13G942U 
            be registered in S I O 
Description test 
Input: Company ID: ZCCRCC80D13G942U 
Oracle: The Operator access to the operation 
            Validated patient 
Classes cover valid: CE6 
: Classes invalid: CE7"
TC_63_TRG,"Validation test case Patient Data: 
    C13 tax code by not 20/06/2003 
            correct (fewer 
            figures) 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValPaz necessary to authenticate an 
            Patient 
High Priority 
Set up not identified 
Description test 
Input Tax: ZCCRCC80D 
Oracle Input Invalid 
Classes cover valid: None 
            Classes invalid: CE8"
TC_64_TRG,"Validation test case Patient Data: 
    C14 tax code by not 20/06/2003 
            correct (higher 
            figures), but not this 
            in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValPaz necessary to authenticate an 
            Patient 
High Priority 
Set up not identified 
Description test 
Input Tax: ZCCRCC80D13G942UZCCRCC 
Oracle Input Invalid 
Classes cover valid: None 
            Classes invalid: CE9"
TC_65_TRG,"Validation test case Patient Data: 
    C15 tax code through 20/06/2003 
            correct but not registered 
            in S I O 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcValPaz necessary to authenticate an 
            Patient 
High Priority 
Set up the tax code should not RGANLL80C14H703E 
            be registered in S I O 
Description test 
Input Tax: RGANLL80C14H703E 
The Oracle system does not allow access to 
            section on Patient 
Classes cover valid: CE6 
            Classes invalid: CE10"
TC_81_TRG,"Test case reservation a First Date: 
    C31 from a visit 20/06/2003 
            new patient 
            of the outpatient
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up There are no reservations 
Description test 
Input type selected visit: First visit 
The Oracle system enables the reservation of 
            visit 
Classes cover valid: CE1 CE5 
            Classes are not valid: None"
TC_82_TRG,"Test case reservation a First Date: 
    C32 visit preceded by another 20/06/2003 
            First visit 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up The last reservation is `: 
                24/09/2003 hours 09 00 First visit 
Description test 
Input type selected visit: First visit 
Oracle Sequence invalid The system 
            allows the reservation of the visit 
Classes cover valid: CE1 CE6 
            Classes are not valid: None"
TC_83_TRG,"Test case reservation a First Date: 
    C33 visit preceded by a Day 20/06/2003 
            Hospital 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up The last reservation is `: 
                25/09/2003 hours 08 00 Day Hospital 
Description test 
Input type selected visit: First visit 
Oracle Sequence invalid The system 
            allows the reservation of the visit 
Classes cover valid: CE1 CE7 
            Classes are not valid: None"
TC_84_TRG,"Test case reservation a First Date: 
    C34 preceded by a visit 20/06/2003 
            Visit control 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
Media Priorities 
Set up The last reservation is `: 
            30/09/2003 hours 10 30 Visit control 
Description test 
Input type selected visit: First visit 
Oracle Sequence invalid The system 
            allows the reservation of the visit 
Classes cover valid: CE1 CE8 
            Classes are not valid: None"
TC_85_TRG,"Test case reservation a Day Date: 
    C35 Hospital preceded by a 20/06/2003 
            First visit 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up The last reservation is `: 
                26/09/2003 hours 11 00 First visit 
Description test 
Input type selected visit: Day Hospital 
The Oracle system enables the reservation of 
            visit 
Classes cover valid: CE2 CE6 
            Classes are not valid: None"
TC_86_TRG,"Test case reservation a Day Date: 
    C36 Hospital preceded by a 20/06/2003 
            Visit control 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up The last reservation is `: 
             02/10/2003 hours 09 00 Visit control 
Description test 
Input type selected visit: Day Hospital 
The Oracle system enables the reservation of 
            Visit 
Classes cover valid: CE2 CE8 
            Classes are not valid: None"
TC_87_TRG,"Test case reservation a Day Date: 
    C37 Hospital preceded by a 20/06/2003 
            Other Day Hospital 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up The last reservation is `: 
                03/10/2003 hours 08 00 Day Hospital 
Description test 
Input type selected visit: Day Hospital 
Oracle Sequence invalid The system 
            allows the reservation of the visit 
Classes cover valid: CE2 CE7 
            Classes are not valid: None"
TC_88_TRG,"Test case reservation a Day Date: 
    C38 Hospital by a 20/06/2003 
            new patient 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up There are no previous reservations 
Description test 
Input type selected visit: Day Hospital 
Oracle Sequence invalid The system 
            allows the reservation of the visit 
Classes cover valid: CE2 CE5 
            Classes are not valid: None"
TC_89_TRG,"Test case reservation a visit Date: 
    C39 control by 20/06/2003 
            a new patient 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up There are no previous reservations 
Description test 
Input type selected visit: Visit 
            check 
Oracle Sequence invalid The system 
            allows the reservation of the visit 
Classes cover valid: ce3 CE5 
            Classes are not valid: None"
TC_90_TRG,"Test case reservation a visit Date: 
    C40 control preceded by 20/06/2003 
            A Day Hospital 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
High Priority 
Set up The last reservation is `: 
                03/10/2003 hours 08 00 Day Hospital 
Description test 
Input type selected visit: Visit 
            check 
The Oracle system enables the reservation of 
            visit 
Classes cover valid: ce3 CE7 
            Classes are not valid: None"
TC_91_TRG,"Test case reservation a visit Date: 
    C41 control preceded by 20/06/2003 
            another visit 
            check 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
Media Priorities 
Set up The last reservation is `: 
             06/10/2003 hours 12 00 Visit control 
Description test 
Input type selected visit: Visit 
            check 
The Oracle system enables the reservation of 
            visit 
Classes cover valid: ce3 CE8 
            Classes are not valid: None"
TC_92_TRG,"Test case reservation a visit Date: 
    C42 control preceded by 20/06/2003 
            Before a visit 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
Media Priorities 
Set up The last reservation is `: 
                03/09/2003 hours 09 00 First visit 
Description test 
Input type selected visit: Visit 
            check 
Oracle Sequence invalid The system 
            allows the reservation of the visit 
Classes cover valid: ce3 CE6 
            Classes are not valid: None"
TC_93_TRG,"Reservation test case for a type of date: 
    C43 is not expected visit 20/06/2003 
            preceded by a visit by 
            check 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for a reservation 
UcPreVis service by Outpatient a 
            patient 
Media Priorities 
Set up The last reservation is `: 
             07/10/2003 hours 10 00 Visit control 
Description test 
Input type selected visit: NP 
Oracle Input Invalid 
Classes cover valid: CE8 
            Classes invalid: CE4"
TC_101_TRG,"Test case of a First Amendment to visit Date: 
    C51 followed by a Day Hospital 20/06/2003 
            in a location 
            between two visits Control 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for modification of a 
UcModVis service by Outpatient a 
            patient 
High Priority 
Set up There are no previous reservations 
            The reservation is `Next: 
                29/09/2003 hours 08 00 Day Hospital 
            New reservation was 
             02/10/2003 hours 09 00 Visit Control 
            New reservaion later: 
             07/10/2003 hours 09 00 Visit Control 
Description test 
Input Visit selected: 
                26/09/2003 hours 11 00 First visit 
            Review: 
                        03/10/2003 hours 11 00 
Oracle Sequence invalid The system 
            the changing of the reservation 
Classes cover valid: CE1 CE8 CE14 CE19 CE21 
            Classes are not valid: None"
TC_102_TRG,"Edit test case of a Day Hospital Date: 
    C52 preceded by a First 20/06/2003 
            visit and followed by a 
            Visit control in a 
            position between a 
            Day Hospital and a Visit 
            Control 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for modification of a 
UcModVis service by Outpatient a 
            patient 
High Priority 
Set up the previous reservation is `: 
                26/09/2003 hours 11 00 First visit 
            The reservation is `Next: 
             02/10/2003 hours 09 00 Visit Control 
            New reservation was 
                03/10/2003 hours 08 00 Day Hospital 
            New reservation later: 
             06/10/2003 hours 09 00 Visit Control 
Description test 
Input: Visit selected: 
                29/09/2003 hours 08 00 Day Hospital 
            Review: 
                        06/10/2003 hours 08 00 
Oracle: Sequence invalid The system 
            the changing of the reservation 
Classes cover valid: CE2 CE9 CE13 CE19 CE22 
: Classes are not valid: None"
TC_103_TRG,"Edit test case of a Day Hospital Date: 
    C53 preceded by a First 20/06/2003 
            visit and followed by a 
            Visit control in a 
            position between two 
            monitoring visits 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for modification of a 
UcModVis service by Outpatient a 
            patient 
High Priority 
Set up the previous reservation is `: 
                26/09/2003 hours 11 00 First visit 
            The reservation is `Next: 
             02/10/2003 hours 09 00 Visit Control 
            New reservation was 
             06/10/2003 hours 09 00 Visit Control 
            New reservation later: 
             13/10/2003 hours 09 30 Visit Control 
Description test 
Input Visit selected: 
                29/09/2003 hours 08 00 Day Hospital 
            Review: 
                        08/10/2003 hours 08 00 
The Oracle system does not allow editing of 
            Reservations 
Classes cover valid: CE2 CE9 CE14 CE19 CE22 
            Classes are not valid: None"
TC_104_TRG,"Edit test case of a visit by Date: 
    C54 preceded by a control 20/06/2003 
            Day Hospital and followed by a 
            Day in Hospital 
            final position of 
            sequence of reservations and 
            preceded by a Day 
            Hospital 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for modification of a 
UcModVis service by Outpatient a 
            patient 
High Priority 
Set up the previous reservation is `: 
                29/09/2003 hours 08 00 Day Hospital 
            The reservation is `Next: 
                03/10/2003 hours 08 00 Day Hospital 
            New reservation was 
                10/10/2003 hours 08 00 Day Hospital 
            There are no reservations after the next 
            Review 
Description test 
Input Visit selected: 
             02/10/2003 hours 09 00 Visit control 
            Review: 
                        02/10/2003 hours 10 30 
Oracle Sequence invalid The system 
            the changing of the reservation 
Classes cover valid: ce3 CE8 CE13 CE16 CE23 
            Classes are not valid: None"
TC_105_TRG,"Edit test case of a visit by Date: 
    C55 preceded by a control 20/06/2003 
            Day Hospital and followed by 
            Visit a control 
            a location between 
            A Day Hospital and a Visit 
            control 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for modification of a 
UcModVis service by Outpatient a 
            patient 
Media Priorities 
Set up the previous reservation is `: 
                29/09/2003 hours 08 00 Day Hospital 
            The reservation is `Next: 
             06/10/2003 hours 09 00 Visit control 
            New reservation was 
                08/10/2003 hours 08 00 Day Hospital 
            New reservation later: 
             13/10/2003 hours 09 00 Visit control 
Description test 
Input Visit selected: 
             02/10/2003 hours 09 00 Visit control 
            Review: 
                        09/10/2003 hours 10 00 
The Oracle system allows the change of 
            Reservations 
Classes cover valid: ce3 CE9 CE13 CE19 CE23 
            Classes are not valid: None"
TC_106_TRG,"Edit test case of a Day Hospital Date: 
    C56 between two visits 20/06/2003 
            control in a position 
            between two visits 
            check 
                                          Version: 
                                          0 02 000 
Use Case Meets the request for modification of a 
UcModVis service by Outpatient a 
            patient 
Media Priorities 
Set up the previous reservation is `: 
             07/10/2003 hours 09 30 Visit control 
            The reservation is `Next: 
             09/10/2003 hours 10 00 Visit control 
            New reservation was 
             09/10/2003 hours 9 00 Visit control 
            New reservation later: 
             13/10/2003 hours 9 00 Visit control 
Description test 
Input: Visit selected: 
                08/10/2003 hours 08 00 Day Hospital 
            Review: 
                        08/10/2003 hours 8 00 
Oracle: The system allows the change of 
            Reservations 
Classes cover valid: CE4 CE9 CE14 CE19 CE22 
: Classes are not valid: None"
TC_66_TRG,"Entering Data: 
Master test case of a patient 20/06/2003 
    C16 is not registered in S I O 
            (tax code and correct 
            not recorded in S I O) 
            The data are not included 
            null 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcInsPaz necessary for input
            the anagrafica of a new patient 
Media Priorities 
Set up the tax code should not ZCCRCC80D13G942U 
            be registered in S I O 
Description test 
Input Tax: ZCCRCC80D13G942U 
            Name: Rocco 
            Surname: Zaccagnino 
            Sex: M 
            Birth date: 13/04/1980 
            Place of birth: Power 
            Province of birth: PCS 
            Address: fraz Paoladoce 26 
            Place of residence: Avigliano 
            Province of residence: PCS 
            ZIP code: 85020 
            Contact information: 0971/87267 347/9908973 
The Oracle system allows registration of 
            data 
Classes cover valid: CE1 ce3 CE5 CE8 CE10 
            CE12 CE14 CE16 CE18 CE20 CE23 CE24 
            CE28 
            Classes are not valid: None"
TC_67_TRG,"Entering test case data Date: 
    C17 details of a patient 20/06/2003 
            not recorded in S I O 
            (tax code and correct 
            not recorded in S I O) 
            The data are not included 
            none except the name 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcInsPaz necessary for input of anagrafica of 
             a new patient 
Media Priorities 
Set up the tax code should not ZCCRCC80D13G942U 
            be registered in S I O 
Description test 
Input Tax: ZCCRCC80D13G942U 
            Name: 
            Surname: Rocco 
            Sex: M 
            Birth date: 13/04/1980 
            Place of birth: Power 
            Province of birth: PCS 
            Address: fraz Paoladoce 26 
            Place of residence: Avigliano 
            Province of residence: PCS 
            ZIP code: 85020 
            Contact information: 0971/87267 347/9908973 
Oracle Invalid Input: Name 
Classes cover valid: ce3 CE5 CE8 CE10 CE12 
            CE14 CE16 CE18 CE20 CE23 CE24 CE28 
            Classes invalid: CE2"
TC_68_TRG,"input test case data Date: 
    C18 details of a patient 20/06/2003 
            not recorded in S I O 
            (tax code and correct 
            not recorded in S I O) 
            The data are not included 
            none except 
            last name 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcInsPaz necessary for input of anagrafica of 
             a new patient 
Media Priorities 
Set up the tax code should not ZCCRCC80D13G942U 
            be registered in S I O 
Description test 
Input: Company ID: ZCCRCC80D13G942U 
            Name: Rocco 
            Surname: 
            Sex: M 
            Birth date: 13/04/1980 
            Place of birth: Power 
            Province of birth: PCS 
            Address: fraz Paoladoce 26 
            Place of residence: Avigliano 
            Province of residence: PCS 
            ZIP code: 85020 
            Contact information: 0971/87267 347/9908973 
Oracle: Invalid Input: Surname 
Classes cover valid: CE1 CE5 CE8 CE10 CE12 
: CE14 CE16 CE18 CE20 CE23 CE24 CE28 
            Classes invalid: CE4"
TC_69_TRG,"input test case data Date: 
    C19 details of a patient 20/06/2003 
            not recorded in S I O 
            (tax code and correct 
            not recorded in S I O) 
            The data are not included 
            zero and the field is `sex 
            Incorrectly 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcInsPaz necessary for input of anagrafica of 
             a new patient 
Media Priorities 
Set up the tax code should not ZCCRCC80D13G942U 
            be registered in S I O 
Description test 
Input Tax: ZCCRCC80D13G942U 
            Name: Rocco 
            Surname: Zaccagnino 
            Sex: B 
            Birth date: 13/04/1980 
            Place of birth: Power 
            Province of birth: PCS 
            Address: fraz Paoladoce 26 
            Place of residence: Avigliano 
            Province of residence: PCS 
            ZIP code: 85020 
            Contact information: 0971/87267 347/9908973 
Oracle Invalid Input: Sex 
Classes cover valid: CE1 ce3 CE8 CE10 CE12 
            CE14 CE16 CE18 CE20 CE23 CE24 CE28 
            Classes invalid: CE7"
TC_70_TRG,"input test case data Date: 
    C20 details of a patient 20/06/2003 
            not recorded in S I O 
            (tax code and correct 
            not recorded in S I O) 
            The data are not included 
            zero and the field 
            the date of birth is not ` 
            valid 
                                          Version: 
                                          0 02 000 
Use Case He performs the functions 
UcInsPaz necessary for input of anagrafica of 
             a new patient 
Media Priorities 
Set up the tax code should not ZCCRCC80D13G942U 
            be registered in S I O 
Description test 
Input Tax: ZCCRCC80D13G942U 
            Name: Rocco 
            Surname: Zaccagnino 
            Sex: M 
            Birth date: 55/66/7777 
            Place of birth: Power 
            Province of birth: PCS 
            Address: fraz Paoladoce 26 
            Place of residence: Avigliano 
            Province of residence: PCS 
            ZIP code: 85020 
            Contact information: 0971/87267 347/9908973 
Oracle Invalid Input: Birth Date 
Classes cover valid: CE1 ce3 CE5 CE10 CE12 
            CE14 CE16 CE18 CE20 CE23 CE24 CE28 
            Classes invalid: CE9"
